video_id,privacy_status,old_title,old_description,hero_name,boss_name,stt_raw,stt_confidence,verification_status,verification_reason,pair_score,final_title,final_description,apply,review_notes
7PisVQJUi1I,public,Garrosh of Wrath vs Bristlesnarl – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Bristlesnarl – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Bristlesnarl boss fight
[2026 03 16T01 24 26]",Jaina,Seriona,She went out. I will show no mercy to many with me what happens when I I he's got,high,needsupdate,resolved_from_stt_for_nonpair_title,9,Jaina vs Seriona Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Jaina vs Seriona encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
xSkb89hW4i4,public,Garrosh of Wrath vs Wee Whelp – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Wee Whelp – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Wee Whelp boss fight
[2026 03 16T18 43 22]",Jaina,Seriona,"I will show you mercy. Oh, I didn't say that. You're not going to see me again. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry.",high,needsupdate,resolved_from_stt_for_nonpair_title,9,Jaina vs Seriona Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Jaina vs Seriona encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
YOeacM70l90,public,Garrosh of Wrath vs Graves the Cleric – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Graves the Cleric – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Graves the Cleric boss fight
[2026 03 16T18 45 33]",,,cendo,low,uncertain,insufficient_stt_for_nonpair_title,0,Garrosh of Wrath vs Graves the Cleric – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Graves the Cleric – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Graves the Cleric boss fight
[2026 03 16T18 45 33]",FALSE,manual review recommended
tgEg_ZlV8JY,public,Garrosh of Wrath vs Pathmaker Hamm – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Pathmaker Hamm – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Pathmaker Hamm boss fight
[2026 03 16T18 49 01]",Jaina,Thaddock the Thief,What do you think will happen? I'm宋死士. Do your best. I don't like you.,high,needsupdate,resolved_from_stt_for_nonpair_title,9,Jaina vs Thaddock the Thief Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Jaina vs Thaddock the Thief encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
H6Q5cVHSMlc,public,Garrosh of Wrath vs Thaddock the Thief – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",Nemesis Guldan,Whompwhisker,This is the Rock The D! I will show no mercy! In and out of the shadows!,high,needsupdate,resolved_from_stt_for_nonpair_title,9,Nemesis Guldan vs Whompwhisker Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Nemesis Guldan vs Whompwhisker encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
XI8dDb-3HWk,public,Garrosh of Wrath vs Waxmancer Sturmi – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",Nemesis Guldan,Waxmancer Sturmi,"Waxman sir, star me! I will show no mercy! I make the pretty pretty's! Such pretty Wax pretty's!",high,needsupdate,resolved_from_stt_for_nonpair_title,9,Nemesis Guldan vs Waxmancer Sturmi Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Nemesis Guldan vs Waxmancer Sturmi encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
pZ1kev3VSQg,public,Garrosh of Wrath vs Blackseed – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",Garrosh,Candlebeard,I'm better be a black sea. I wish I could call for a sea. Something boy did burn me here. Yuck.,high,needsupdate,resolved_from_stt_for_nonpair_title,9,Garrosh vs Candlebeard Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Garrosh vs Candlebeard encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
EuRuxHaeInM,public,Hearthstone  Heroes of Warcraft   2026 03 16T19 24 22,"Hearthstone  Heroes of Warcraft   2026 03 16T19 24 22 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T19 24 22 boss fight",Uther,Blackseed,Ahhh Looking Stupid He's so lovely He died SoCan't Stop,high,needsupdate,resolved_from_stt_for_nonpair_title,9,Uther vs Blackseed Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Uther vs Blackseed encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
34GIEuLf53A,public,Hearthstone  Heroes of Warcraft   2026 03 16T19 30 54,"Hearthstone  Heroes of Warcraft   2026 03 16T19 30 54 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T19 30 54 boss fight",Uther,Blackseed,Get up! Versus! So the unscathed! Appreciate the details. I will show no mercy! So clever that comes to my ear. Let me see you.,high,needsupdate,resolved_from_stt_for_nonpair_title,9,Uther vs Blackseed Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Uther vs Blackseed encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
Jz0aYw3oveE,public,Hearthstone  Heroes of Warcraft   2026 03 16T00 37 59,"Hearthstone  Heroes of Warcraft   2026 03 16T00 37 59 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T00 37 59 boss fight",Uther,Blackseed,"He felt mad because he made the coffee. We're in a campground. We made it like double strength. So, I was like, what is my fault I drank? You didn't force me to drink it.",high,needsupdate,resolved_from_stt_for_nonpair_title,9,Uther vs Blackseed Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Uther vs Blackseed encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
l2gKlOAbJzc,public,Hearthstone  Heroes of Warcraft   2026 03 16T00 45 38,"Hearthstone  Heroes of Warcraft   2026 03 16T00 45 38 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T00 45 38 boss fight",Jaina,Seriona,I will show no mercy. I think I'm good to go.,high,needsupdate,resolved_from_stt_for_nonpair_title,9,Jaina vs Seriona Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Jaina vs Seriona encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
0PlvGGBRsto,public,Hearthstone  Heroes of Warcraft   2026 03 16T00 49 53,"Hearthstone  Heroes of Warcraft   2026 03 16T00 49 53 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T00 49 53 boss fight",Jaina,Chronomancer Inara,Like healing in the inventory or loadout Because if someone has 30 compassion Because if someone has a 30 stack of shield charges and a 30 stack of like patch kits and one it's gonna be like,high,needsupdate,resolved_from_stt_for_nonpair_title,9,Jaina vs Chronomancer Inara Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Jaina vs Chronomancer Inara encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
BEnj_Y2XzzM,public,Hearthstone  Heroes of Warcraft   2026 03 16T00 53 55,"Hearthstone  Heroes of Warcraft   2026 03 16T00 53 55 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T00 53 55 boss fight",Anduin,Candlebeard,and yeah like it is close quarters you need a knife you know I mean like you like don't even know or shock or a bully almost if you're as long as you're sure they can't knife you then get out of your shotgun but like even then like if you think they,high,needsupdate,resolved_from_stt_for_nonpair_title,9,Anduin vs Candlebeard Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Anduin vs Candlebeard encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
pjZc4VY6XZs,public,Hearthstone  Heroes of Warcraft   2026 03 16T01 00 11,"Hearthstone  Heroes of Warcraft   2026 03 16T01 00 11 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T01 00 11 boss fight",Arthas,Whompwhisker,looking like total you know what I'm talking about when totals like has his hands out he's like glowing,high,needsupdate,resolved_from_stt_for_nonpair_title,9,Arthas vs Whompwhisker Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Arthas vs Whompwhisker encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
O-r-kj9-M68,public,Garrosh vs Greatmother Geyah – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Garrosh vs Greatmother Geyah encounter.

Part of the Hearthstone adventure playlist.",Garrosh,Fungalmancer Flurgl,"Garrosh! Versus Fungalmancer, Flurgo! I will show no mercy!",high,needsupdate,resolved_from_stt_for_nonpair_title,9,Garrosh vs Fungalmancer Flurgl Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Garrosh vs Fungalmancer Flurgl encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
2rDG9U-_mR8,public,Hearthstone  Heroes of Warcraft   2026 03 16T19 53 25,"Hearthstone  Heroes of Warcraft   2026 03 16T19 53 25 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T19 53 25 boss fight",Uther,Blackseed,The Adren vs. Muka! My blade burns with holy fire! Time for pain!,high,needsupdate,resolved_from_stt_for_nonpair_title,9,Uther vs Blackseed Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Uther vs Blackseed encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
aDYuFbn4814,public,Hearthstone  Heroes of Warcraft   2026 03 16T20 00 25,"Hearthstone  Heroes of Warcraft   2026 03 16T20 00 25 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T20 00 25 boss fight",,Candlebeard,Leandrein vs Randolmar! My blade burns with holy fire! Be gone! Your magic finds no purchase here.,high,uncertain,insufficient_stt_for_nonpair_title,4,Hearthstone  Heroes of Warcraft   2026 03 16T20 00 25,"Hearthstone  Heroes of Warcraft   2026 03 16T20 00 25 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T20 00 25 boss fight",FALSE,manual review recommended
MAj8hMkMXMg,public,Hearthstone  Heroes of Warcraft   2026 03 16T20 06 40,"Hearthstone  Heroes of Warcraft   2026 03 16T20 06 40 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T20 06 40 boss fight",Garrosh,Kurtrus Ashfallen,"Agren vs Eldur Yari! My blade burns with holy fire. Direct of all, I call upon you.",high,needsupdate,resolved_from_stt_for_nonpair_title,9,Garrosh vs Kurtrus Ashfallen Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Garrosh vs Kurtrus Ashfallen encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
u3juuaGT7PU,public,Hearthstone  Heroes of Warcraft   2026 03 16T20 15 47,"Hearthstone  Heroes of Warcraft   2026 03 16T20 15 47 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T20 15 47 boss fight",Anduin,Candlebeard,"And versus Mooshhawksdermat! What's the matter, this thing moves. My blade burns with holy fire! Hey! Hey! Whenever I something, yes. That's crazy. Yeah, because I need to stop open fire before I can really come around.",high,needsupdate,resolved_from_stt_for_nonpair_title,9,Anduin vs Candlebeard Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Anduin vs Candlebeard encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
e6Y5uGrf7RM,public,Hearthstone  Heroes of Warcraft   2026 03 16T20 25 31,"Hearthstone  Heroes of Warcraft   2026 03 16T20 25 31 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T20 25 31 boss fight",Anduin,Candlebeard,"And then the Damn, we got 11 kills of the squad already my blade burns with holy fire They're now you are gonna kill him. I'm being nervous",high,needsupdate,resolved_from_stt_for_nonpair_title,9,Anduin vs Candlebeard Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Anduin vs Candlebeard encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
hvfxZrLigAg,public,Hearthstone  Heroes of Warcraft   2026 03 16T20 33 29,"Hearthstone  Heroes of Warcraft   2026 03 16T20 33 29 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T20 33 29 boss fight",Garrosh,Fungalmancer Flurgl,"Landen vs. Overfield Chamber My blade burns with holy f- Oh, that's that fucking skull, right? The pingsum? Do walls? Do you love to?",high,needsupdate,resolved_from_stt_for_nonpair_title,9,Garrosh vs Fungalmancer Flurgl Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Garrosh vs Fungalmancer Flurgl encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
TFS2nmuOL8Y,public,Hearthstone Heroes of Warcraft 2026 03 20T20 45 21,"Hearthstone Heroes of Warcraft 2026 03 20T20 45 21 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 20T20 45 21 boss fight",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Hearthstone Heroes of Warcraft 2026 03 20T20 45 21,"Hearthstone Heroes of Warcraft 2026 03 20T20 45 21 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 20T20 45 21 boss fight",FALSE,manual review recommended
e_03l87DWT4,public,Hearthstone  Heroes of Warcraft   2026 03 20T20 49 59,"Hearthstone  Heroes of Warcraft   2026 03 20T20 49 59 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 20T20 49 59 boss fight",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Hearthstone  Heroes of Warcraft   2026 03 20T20 49 59,"Hearthstone  Heroes of Warcraft   2026 03 20T20 49 59 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 20T20 49 59 boss fight",FALSE,manual review recommended
9ZrO9B9VD_I,public,Hearthstone Heroes of Warcraft 2026 03 20T20 54 58,"Hearthstone Heroes of Warcraft 2026 03 20T20 54 58 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 20T20 54 58 boss fight",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Hearthstone Heroes of Warcraft 2026 03 20T20 54 58,"Hearthstone Heroes of Warcraft 2026 03 20T20 54 58 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 20T20 54 58 boss fight",FALSE,manual review recommended
_AIMvr34gAc,public,Hearthstone Heroes of Warcraft 2026 03 20T21 03 08,"Hearthstone Heroes of Warcraft 2026 03 20T21 03 08 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 20T21 03 08 boss fight",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Hearthstone Heroes of Warcraft 2026 03 20T21 03 08,"Hearthstone Heroes of Warcraft 2026 03 20T21 03 08 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 20T21 03 08 boss fight",FALSE,manual review recommended
wmQ-4wHJr2w,public,Hearthstone Heroes of Warcraft 2026 03 19T23 47 39,"Hearthstone Heroes of Warcraft 2026 03 19T23 47 39 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 19T23 47 39 boss fight",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Hearthstone Heroes of Warcraft 2026 03 19T23 47 39,"Hearthstone Heroes of Warcraft 2026 03 19T23 47 39 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 19T23 47 39 boss fight",FALSE,manual review recommended
gAq5wGTPcjM,public,Hearthstone Heroes of Warcraft 2026 03 19T23 50 56,"Hearthstone Heroes of Warcraft 2026 03 19T23 50 56 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 19T23 50 56 boss fight",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Hearthstone Heroes of Warcraft 2026 03 19T23 50 56,"Hearthstone Heroes of Warcraft 2026 03 19T23 50 56 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 19T23 50 56 boss fight",FALSE,manual review recommended
YHyKwBJkRLU,public,Hearthstone Heroes of Warcraft 2026 03 19T23 53 51,"Hearthstone Heroes of Warcraft 2026 03 19T23 53 51 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 19T23 53 51 boss fight",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Hearthstone Heroes of Warcraft 2026 03 19T23 53 51,"Hearthstone Heroes of Warcraft 2026 03 19T23 53 51 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 19T23 53 51 boss fight",FALSE,manual review recommended
-Mvsoz_uCQY,public,Hearthstone [Heroes of Warcraft] 2026 03 19T23 59 06,"Hearthstone [Heroes of Warcraft] 2026 03 19T23 59 06 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone [Heroes of Warcraft] 2026 03 19T23 59 06 boss fight",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Hearthstone [Heroes of Warcraft] 2026 03 19T23 59 06,"Hearthstone [Heroes of Warcraft] 2026 03 19T23 59 06 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone [Heroes of Warcraft] 2026 03 19T23 59 06 boss fight",FALSE,manual review recommended
cpvhsi30fhY,public,Hearthstone [Heroes of Warcraft] 2026 03 20T00 03 40,"Hearthstone [Heroes of Warcraft] 2026 03 20T00 03 40 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone [Heroes of Warcraft] 2026 03 20T00 03 40 boss fight",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Hearthstone [Heroes of Warcraft] 2026 03 20T00 03 40,"Hearthstone [Heroes of Warcraft] 2026 03 20T00 03 40 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone [Heroes of Warcraft] 2026 03 20T00 03 40 boss fight",FALSE,manual review recommended
QA9TDNnf9Mc,public,Hearthstone [Heroes of Warcraft]  2026 03 20T00 12 14,"Hearthstone [Heroes of Warcraft]  2026 03 20T00 12 14 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone [Heroes of Warcraft]  2026 03 20T00 12 14 boss fight",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Hearthstone [Heroes of Warcraft]  2026 03 20T00 12 14,"Hearthstone [Heroes of Warcraft]  2026 03 20T00 12 14 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone [Heroes of Warcraft]  2026 03 20T00 12 14 boss fight",FALSE,manual review recommended
L65j6u86t_g,public,Hearthstone Heroes of Warcraft  2026 03 20T00 17 39,"Hearthstone Heroes of Warcraft  2026 03 20T00 17 39 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft  2026 03 20T00 17 39 boss fight",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Hearthstone Heroes of Warcraft  2026 03 20T00 17 39,"Hearthstone Heroes of Warcraft  2026 03 20T00 17 39 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft  2026 03 20T00 17 39 boss fight",FALSE,manual review recommended
5ynk3Hto8xw,public,Hearthstone Heroes of Warcraft  2026 03 20T00 21 35,"Hearthstone Heroes of Warcraft  2026 03 20T00 21 35 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft  2026 03 20T00 21 35 boss fight",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Hearthstone Heroes of Warcraft  2026 03 20T00 21 35,"Hearthstone Heroes of Warcraft  2026 03 20T00 21 35 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft  2026 03 20T00 21 35 boss fight",FALSE,manual review recommended
nlf6FJQgED4,public,Hearthstone Heroes of Warcraft  2026 03 20T00 25 39,"Hearthstone Heroes of Warcraft  2026 03 20T00 25 39 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft  2026 03 20T00 25 39 boss fight",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Hearthstone Heroes of Warcraft  2026 03 20T00 25 39,"Hearthstone Heroes of Warcraft  2026 03 20T00 25 39 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft  2026 03 20T00 25 39 boss fight",FALSE,manual review recommended
HMUsLDng-7Q,public,Hearthstone Heroes of Warcraft  2026 03 20T00 29 49,"Hearthstone Heroes of Warcraft  2026 03 20T00 29 49 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft  2026 03 20T00 29 49 boss fight",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Hearthstone Heroes of Warcraft  2026 03 20T00 29 49,"Hearthstone Heroes of Warcraft  2026 03 20T00 29 49 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft  2026 03 20T00 29 49 boss fight",FALSE,manual review recommended
fSxyH_av4p0,public,Hearthstone Heroes of Warcraft 2026 03 20T00 33 13,"Hearthstone Heroes of Warcraft 2026 03 20T00 33 13 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 20T00 33 13 boss fight",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Hearthstone Heroes of Warcraft 2026 03 20T00 33 13,"Hearthstone Heroes of Warcraft 2026 03 20T00 33 13 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 20T00 33 13 boss fight",FALSE,manual review recommended
