video_id,privacy_status,old_title,old_description,hero_name,boss_name,stt_raw,stt_confidence,verification_status,verification_reason,pair_score,final_title,final_description,apply,review_notes
DvCGhBBt7Gw,public,Hearthstone  Heroes of Warcraft   2026 03 23T20 03 48,"Hearthstone  Heroes of Warcraft   2026 03 23T20 03 48 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T20 03 48 boss fight",,,,,,,,,,FALSE,
xesN6tOZ0tc,public,Hearthstone  Heroes of Warcraft   2026 03 23T20 10 51,"Hearthstone  Heroes of Warcraft   2026 03 23T20 10 51 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T20 10 51 boss fight",,,,,,,,,,FALSE,
dysfx9RgEFo,public,Hearthstone  Heroes of Warcraft   2026 03 23T20 19 46,"Hearthstone  Heroes of Warcraft   2026 03 23T20 19 46 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T20 19 46 boss fight",,,,,,,,,,FALSE,
W1LbHzhnGxM,public,Hearthstone  Heroes of Warcraft   2026 03 23T20 33 02,"Hearthstone  Heroes of Warcraft   2026 03 23T20 33 02 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T20 33 02 boss fight",,,,,,,,,,FALSE,
mVKRY0tqPRk,public,Hearthstone  Heroes of Warcraft   2026 03 23T21 00 44,"Hearthstone  Heroes of Warcraft   2026 03 23T21 00 44 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T21 00 44 boss fight",,,,,,,,,,FALSE,
P2FIx9jtqqw,public,Hearthstone  Heroes of Warcraft   2026 03 23T17 47 02,"Hearthstone  Heroes of Warcraft   2026 03 23T17 47 02 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T17 47 02 boss fight",,,,,,,,,,FALSE,
1KmEiHctNoE,public,Hearthstone  Heroes of Warcraft   2026 03 23T17 50 29,"Hearthstone  Heroes of Warcraft   2026 03 23T17 50 29 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T17 50 29 boss fight",,,,,,,,,,FALSE,
ijZEvd9w-Ms,public,Hearthstone  Heroes of Warcraft   2026 03 23T17 54 29,"Hearthstone  Heroes of Warcraft   2026 03 23T17 54 29 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T17 54 29 boss fight",,,,,,,,,,FALSE,
7J7G5yWzK7s,public,Hearthstone  Heroes of Warcraft   2026 03 23T17 59 42,"Hearthstone  Heroes of Warcraft   2026 03 23T17 59 42 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T17 59 42 boss fight",,,,,,,,,,FALSE,
uxYVyYiK6L0,public,Hearthstone  Heroes of Warcraft   2026 03 23T18 04 46,"Hearthstone  Heroes of Warcraft   2026 03 23T18 04 46 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 04 46 boss fight",,,,,,,,,,FALSE,
CSnDdQj8vEc,public,Hearthstone  Heroes of Warcraft   2026 03 23T18 12 24,"Hearthstone  Heroes of Warcraft   2026 03 23T18 12 24 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 12 24 boss fight",,,,,,,,,,FALSE,
8WzqAzkw6dI,public,Hearthstone  Heroes of Warcraft   2026 03 23T18 20 28,"Hearthstone  Heroes of Warcraft   2026 03 23T18 20 28 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 20 28 boss fight",,,,,,,,,,FALSE,
KkmtoKkEQzQ,public,Hearthstone  Heroes of Warcraft   2026 03 23T18 25 45,"Hearthstone  Heroes of Warcraft   2026 03 23T18 25 45 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 25 45 boss fight",,,,,,,,,,FALSE,
70Qv1sgKMG0,public,Hearthstone  Heroes of Warcraft   2026 03 23T18 29 41,"Hearthstone  Heroes of Warcraft   2026 03 23T18 29 41 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 29 41 boss fight",,,,,,,,,,FALSE,
ZCcbhn1HFz8,public,Hearthstone  Heroes of Warcraft   2026 03 23T19 16 39,"Hearthstone  Heroes of Warcraft   2026 03 23T19 16 39 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T19 16 39 boss fight",,,,,,,,,,FALSE,
Qn4NsmT7MoA,public,Hearthstone  Heroes of Warcraft   2026 03 23T19 21 37,"Hearthstone  Heroes of Warcraft   2026 03 23T19 21 37 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T19 21 37 boss fight",,,,,,,,,,FALSE,
pRm2v7PLUj0,public,Hearthstone  Heroes of Warcraft   2026 03 23T19 31 28,"Hearthstone  Heroes of Warcraft   2026 03 23T19 31 28 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T19 31 28 boss fight",,,,,,,,,,FALSE,
GkBTpcwM4f0,public,Hearthstone  Heroes of Warcraft   2026 03 23T19 45 34,"Hearthstone  Heroes of Warcraft   2026 03 23T19 45 34 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T19 45 34 boss fight",,,,,,,,,,FALSE,
amSq3jZt2LU,public,Hearthstone Heroes of Warcraft  2026 03 23T19 40 37,"Hearthstone Heroes of Warcraft  2026 03 23T19 40 37 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft  2026 03 23T19 40 37 boss fight",,,,,,,,,,FALSE,
NDa8bC6SL68,public,Hearthstone  Heroes of Warcraft   2026 03 23T19 53 08,"Hearthstone  Heroes of Warcraft   2026 03 23T19 53 08 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T19 53 08 boss fight",,,,,,,,,,FALSE,
a38Bg2CO4J4,public,Hearthstone  Heroes of Warcraft   2026 03 23T15 36 53,"Hearthstone  Heroes of Warcraft   2026 03 23T15 36 53 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T15 36 53 boss fight",,,,,,,,,,FALSE,
MRjqgPUqG0w,public,Hearthstone  Heroes of Warcraft   2026 03 23T15 40 41,"Hearthstone  Heroes of Warcraft   2026 03 23T15 40 41 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T15 40 41 boss fight",,,,,,,,,,FALSE,
JNniKJE_cqI,public,Hearthstone  Heroes of Warcraft   2026 03 23T15 47 53,"Hearthstone  Heroes of Warcraft   2026 03 23T15 47 53 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T15 47 53 boss fight",,,,,,,,,,FALSE,
1cZzvt2pT5Y,public,Hearthstone  Heroes of Warcraft   2026 03 23T15 55 39,"Hearthstone  Heroes of Warcraft   2026 03 23T15 55 39 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T15 55 39 boss fight",,,,,,,,,,FALSE,
rV6g2GP5R3Y,public,Hearthstone  Heroes of Warcraft   2026 03 23T15 58 28,"Hearthstone  Heroes of Warcraft   2026 03 23T15 58 28 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T15 58 28 boss fight",,,,,,,,,,FALSE,
kkcycfvuExs,public,Hearthstone  Heroes of Warcraft   2026 03 23T16 56 22,"Hearthstone  Heroes of Warcraft   2026 03 23T16 56 22 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T16 56 22 boss fight",,,,,,,,,,FALSE,
Z7cWmyX659s,public,Hearthstone  Heroes of Warcraft   2026 03 23T16 08 06,"Hearthstone  Heroes of Warcraft   2026 03 23T16 08 06 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T16 08 06 boss fight",,,,,,,,,,FALSE,
883H1O1N16s,public,Hearthstone  Heroes of Warcraft   2026 03 23T16 16 59,"Hearthstone  Heroes of Warcraft   2026 03 23T16 16 59 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T16 16 59 boss fight",,,,,,,,,,FALSE,
xRBawO40Pn8,public,Hearthstone  Heroes of Warcraft   2026 03 23T16 37 50,"Hearthstone  Heroes of Warcraft   2026 03 23T16 37 50 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T16 37 50 boss fight",,,,,,,,,,FALSE,
aD_j8lDavpA,public,Hearthstone  Heroes of Warcraft   2026 03 23T16 34 50,"Hearthstone  Heroes of Warcraft   2026 03 23T16 34 50 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T16 34 50 boss fight",,,,,,,,,,FALSE,
5DvWO7bIOes,public,Hearthstone  Heroes of Warcraft   2026 03 23T17 10 08,"Hearthstone  Heroes of Warcraft   2026 03 23T17 10 08 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T17 10 08 boss fight",,,,,,,,,,FALSE,
HKc6i58YHZQ,public,Hearthstone  Heroes of Warcraft   2026 03 23T17 27 04,"Hearthstone  Heroes of Warcraft   2026 03 23T17 27 04 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T17 27 04 boss fight",,,,,,,,,,FALSE,
xsvWCUyK8nI,public,Hearthstone  Heroes of Warcraft   2026 03 23T16 42 15,"Hearthstone  Heroes of Warcraft   2026 03 23T16 42 15 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T16 42 15 boss fight",,,,,,,,,,FALSE,
RY9DjJEyLoA,public,Hearthstone  Heroes of Warcraft   2026 03 23T17 20 42,"Hearthstone  Heroes of Warcraft   2026 03 23T17 20 42 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T17 20 42 boss fight",,,,,,,,,,FALSE,
qmUldoDIw0E,public,Hearthstone  Heroes of Warcraft   2026 03 23T17 39 03,"Hearthstone  Heroes of Warcraft   2026 03 23T17 39 03 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T17 39 03 boss fight",,,,,,,,,,FALSE,
L_znqd7Qflo,public,Hearthstone  Heroes of Warcraft   2026 03 22T13 45 09,"Hearthstone  Heroes of Warcraft   2026 03 22T13 45 09 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T13 45 09 boss fight",,,,,,,,,,FALSE,
X7veMlsmSaw,public,Hearthstone  Heroes of Warcraft   2026 03 22T13 50 00,"Hearthstone  Heroes of Warcraft   2026 03 22T13 50 00 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T13 50 00 boss fight",,,,,,,,,,FALSE,
95CkkP5M4SI,public,Hearthstone  Heroes of Warcraft   2026 03 22T13 54 25,"Hearthstone  Heroes of Warcraft   2026 03 22T13 54 25 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T13 54 25 boss fight",,,,,,,,,,FALSE,
HQsImYO4C5o,public,Hearthstone  Heroes of Warcraft   2026 03 22T14 02 05,"Hearthstone  Heroes of Warcraft   2026 03 22T14 02 05 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T14 02 05 boss fight",,,,,,,,,,FALSE,
16zwuO5OWg4,public,Hearthstone  Heroes of Warcraft   2026 03 22T14 09 58,"Hearthstone  Heroes of Warcraft   2026 03 22T14 09 58 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T14 09 58 boss fight",,,,,,,,,,FALSE,
SydhGwdy3YE,public,Hearthstone  Heroes of Warcraft   2026 03 22T14 18 30,"Hearthstone  Heroes of Warcraft   2026 03 22T14 18 30 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T14 18 30 boss fight",,,,,,,,,,FALSE,
nCMsWkN7Etk,public,Hearthstone  Heroes of Warcraft   2026 03 22T14 27 41,"Hearthstone  Heroes of Warcraft   2026 03 22T14 27 41 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T14 27 41 boss fight",,,,,,,,,,FALSE,
-Sg5mGO2nCs,public,Hearthstone  Heroes of Warcraft   2026 03 23T14 34 23,"Hearthstone  Heroes of Warcraft   2026 03 23T14 34 23 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T14 34 23 boss fight",,,,,,,,,,FALSE,
mUv2ICBLn_k,public,Hearthstone  Heroes of Warcraft   2026 03 23T14 38 15,"Hearthstone  Heroes of Warcraft   2026 03 23T14 38 15 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T14 38 15 boss fight",,,,,,,,,,FALSE,
zQwll0IX0wU,public,Hearthstone  Heroes of Warcraft   2026 03 21T20 09 07,"Hearthstone  Heroes of Warcraft   2026 03 21T20 09 07 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T20 09 07 boss fight",,,,,,,,,,FALSE,
BX7V_rt3pYc,public,Hearthstone Heroes of Warcraft  2026 03 19T23 41 30,"Hearthstone Heroes of Warcraft  2026 03 19T23 41 30 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft  2026 03 19T23 41 30 boss fight",,,,,,,,,,FALSE,
9gOoX4OVhio,public,Hearthstone  Heroes of Warcraft   2026 03 20T00 43 48,"Hearthstone  Heroes of Warcraft   2026 03 20T00 43 48 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 20T00 43 48 boss fight",,,,,,,,,,FALSE,
kpN-P48l1p4,public,Hearthstone  Heroes of Warcraft   2026 03 20T00 50 02,"Hearthstone  Heroes of Warcraft   2026 03 20T00 50 02 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 20T00 50 02 boss fight",,,,,,,,,,FALSE,
uzOLsKWrksQ,public,Hearthstone  Heroes of Warcraft   2026 03 20T00 59 57,"Hearthstone  Heroes of Warcraft   2026 03 20T00 59 57 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 20T00 59 57 boss fight",,,,,,,,,,FALSE,
y3Yl7CS3KJ4,public,Hearthstone  Heroes of Warcraft   2026 03 20T11 16 34,"Hearthstone  Heroes of Warcraft   2026 03 20T11 16 34 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 20T11 16 34 boss fight",,,,,,,,,,FALSE,
APdP6YCw_TI,public,Hearthstone  Heroes of Warcraft   2026 03 21T19 05 30,"Hearthstone  Heroes of Warcraft   2026 03 21T19 05 30 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 05 30 boss fight",,,,,,,,,,FALSE,
TqvBYRRVZ6s,public,Hearthstone  Heroes of Warcraft   2026 03 21T19 08 44,"Hearthstone  Heroes of Warcraft   2026 03 21T19 08 44 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 08 44 boss fight",,,,,,,,,,FALSE,
sURC6D3CEO8,public,Hearthstone  Heroes of Warcraft   2026 03 21T19 12 07,"Hearthstone  Heroes of Warcraft   2026 03 21T19 12 07 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 12 07 boss fight",,,,,,,,,,FALSE,
gBU-8P7vyeA,public,Hearthstone  Heroes of Warcraft   2026 03 21T19 17 57,"Hearthstone  Heroes of Warcraft   2026 03 21T19 17 57 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 17 57 boss fight",,,,,,,,,,FALSE,
lYxWQO8Bd0A,public,Hearthstone  Heroes of Warcraft   2026 03 21T19 23 46,"Hearthstone  Heroes of Warcraft   2026 03 21T19 23 46 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 23 46 boss fight",,,,,,,,,,FALSE,
7zk0bajpdQQ,public,Hearthstone  Heroes of Warcraft   2026 03 21T19 28 15,"Hearthstone  Heroes of Warcraft   2026 03 21T19 28 15 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 28 15 boss fight",,,,,,,,,,FALSE,
D--J8h31q50,public,Hearthstone  Heroes of Warcraft   2026 03 24T13 56 25,"Hearthstone  Heroes of Warcraft   2026 03 24T13 56 25 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T13 56 25 boss fight",,,,,,,,,,FALSE,
i4VHiX8sogQ,public,Hearthstone  Heroes of Warcraft   2026 03 21T19 34 10,"Hearthstone  Heroes of Warcraft   2026 03 21T19 34 10 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 34 10 boss fight",,,,,,,,,,FALSE,
2AUEcilBfW4,public,Hearthstone  Heroes of Warcraft   2026 03 21T19 40 07,"Hearthstone  Heroes of Warcraft   2026 03 21T19 40 07 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 40 07 boss fight",,,,,,,,,,FALSE,
fm92ULm5VYM,public,Hearthstone  Heroes of Warcraft   2026 03 21T19 59 58,"Hearthstone  Heroes of Warcraft   2026 03 21T19 59 58 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 59 58 boss fight",,,,,,,,,,FALSE,
2u4Fa1JR5r0,public,Hearthstone  Heroes of Warcraft   2026 03 22T12 00 42,"Hearthstone  Heroes of Warcraft   2026 03 22T12 00 42 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T12 00 42 boss fight",,,,,,,,,,FALSE,
vma12he1qKE,public,Hearthstone  Heroes of Warcraft   2026 03 22T12 04 08,"Hearthstone  Heroes of Warcraft   2026 03 22T12 04 08 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T12 04 08 boss fight",,,,,,,,,,FALSE,
hka1eYMZBMQ,public,Hearthstone  Heroes of Warcraft   2026 03 21T20 16 50,"Hearthstone  Heroes of Warcraft   2026 03 21T20 16 50 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T20 16 50 boss fight",,,,,,,,,,FALSE,
MAXwBWlbsH4,public,Hearthstone  Heroes of Warcraft   2026 03 21T20 25 02,"Hearthstone  Heroes of Warcraft   2026 03 21T20 25 02 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T20 25 02 boss fight",,,,,,,,,,FALSE,
ki3GzaYDRkg,public,Hearthstone  Heroes of Warcraft   2026 03 22T11 01 29,"Hearthstone  Heroes of Warcraft   2026 03 22T11 01 29 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 01 29 boss fight",,,,,,,,,,FALSE,
6-9vlgibN5Q,public,Hearthstone  Heroes of Warcraft   2026 03 22T11 04 31,"Hearthstone  Heroes of Warcraft   2026 03 22T11 04 31 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 04 31 boss fight",,,,,,,,,,FALSE,
S15OKUUVigo,public,Hearthstone  Heroes of Warcraft   2026 03 22T11 21 50,"Hearthstone  Heroes of Warcraft   2026 03 22T11 21 50 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 21 50 boss fight",,,,,,,,,,FALSE,
lzGa44tOiMU,public,Hearthstone  Heroes of Warcraft   2026 03 22T11 27 01,"Hearthstone  Heroes of Warcraft   2026 03 22T11 27 01 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 27 01 boss fight",,,,,,,,,,FALSE,
ZI8uWGSk_Cc,public,Rikkar vs High Priest Thekal – Adventure Mode | Hearthstone | Adventure Mode,"Hearthstone Adventure Mode gameplay from Adventure Mode.

Featuring the Rikkar vs High Priest Thekal encounter.

Part of the Hearthstone adventure playlist.",,,,,,,,,,FALSE,
gFUQxT3oVc0,public,Hearthstone  Heroes of Warcraft   2026 03 22T11 49 19,"Hearthstone  Heroes of Warcraft   2026 03 22T11 49 19 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 49 19 boss fight",,,,,,,,,,FALSE,
z8LTFpZ-OsU,public,Hearthstone  Heroes of Warcraft   2026 03 22T11 55 38,"Hearthstone  Heroes of Warcraft   2026 03 22T11 55 38 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 55 38 boss fight",,,,,,,,,,FALSE,
